ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
82	4331	2	2	0.000000	14.593858	13.241976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
83	5984	2	2	0.000000	14.458389	13.170455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
84	755	2	2	0.000000	17.425166	16.393377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
85	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
86	79	1	1	0.000000	14.746835	14.139241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
87	4	1	2	0.000000	26.250000	25.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
88	6	1	2	0.000000	36.000000	18.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
89	7605	2	2	0.000000	15.291519	13.733202	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
90	23	1	1	0.000000	16.695652	13.130435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
91	1620	2	2	0.000000	15.395679	13.948148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
92	56	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
93	27	2	1	0.000000	15.555556	13.962963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
94	2	2	1	0.000000	16.000000	14.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
95	6	2	1	0.000000	17.500000	15.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
96	21	1	1	0.000000	18.190476	17.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
97	79	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
98	6	2	1	0.000000	21.500000	21.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
99	1	2	1	0.000000	21.000000	21.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
100	77	1	1	0.000000	10.922078	10.545455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
101	12	1	2	0.000000	12.250000	12.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
102	1	1	2	0.000000	12.000000	12.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
103	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
104	56	1	1	0.000000	15.214286	14.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
105	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
106	61	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
107	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
108	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
109	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
110	99	1	1	0.000000	12.646465	11.858586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
111	78	1	1	0.000000	13.948718	12.538462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
112	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
113	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
114	99	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
115	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
116	89	2	0	0.000000	1.640449	1.191011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
117	29	1	1	0.000000	2.034483	1.896552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
118	57	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
119	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
120	79	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
121	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
122	49	1	1	0.000000	1.061224	1.061224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
123	58	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
124	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
125	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
126	73	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
127	76	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
128	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
129	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
130	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
131	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
132	30	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
133	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
134	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
135	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
136	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
137	61	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
138	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
139	82	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
140	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
141	77	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
142	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
143	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
144	87	1	1	0.000000	22.965517	20.505747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
145	1	2	2	0.000000	47.000000	44.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
146	1	2	1	0.000000	47.000000	44.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
147	6	2	1	0.000000	46.166667	43.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
148	3	2	1	0.000000	46.333333	46.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
149	19	1	1	0.000000	22.105263	21.473684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
150	10	1	2	0.000000	24.800000	23.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
151	20	1	1	0.000000	21.700000	21.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
152	6	1	2	0.000000	25.166667	22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
153	242	1	2	0.000000	13.446281	12.326446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
154	2	1	2	0.000000	40.000000	39.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
155	3758	2	2	0.000000	14.636243	13.273550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
156	24	2	1	0.000000	20.791667	20.041667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
157	3	1	1	0.000000	21.333333	20.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
158	20	2	2	0.000000	24.250000	23.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
159	6	1	1	0.000000	25.666667	25.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
160	4	1	2	0.000000	24.500000	24.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
161	4301	2	2	0.000000	15.009068	13.578470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
162	92	1	1	0.000000	15.467391	14.576087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
163	2271	2	2	0.000000	15.559225	14.194188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
164	21	2	1	0.000000	24.238095	23.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	8	1	1	0.000000	20.250000	20.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	82	1	1	0.000000	12.719512	11.292683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	1	2	1	0.000000	93.000000	87.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	8	3	1	0.000000	91.625000	86.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	1	2	1	0.000000	91.000000	86.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	1	2	1	0.000000	89.000000	84.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	1	2	1	0.000000	90.000000	86.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	8	2	1	0.000000	92.000000	89.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	1	2	1	0.000000	91.000000	90.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	6	1	1	0.000000	91.333333	91.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	1	1	2	0.000000	97.000000	97.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	8	1	2	0.000000	94.875000	92.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	1	1	3	0.000000	93.000000	90.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	1	1	2	0.000000	94.000000	91.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	1	1	2	0.000000	94.000000	91.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	2	1	2	0.000000	96.500000	93.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	8	2	2	0.000000	100.000000	94.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
183	1	1	2	0.000000	102.000000	96.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
184	57	1	2	0.000000	93.350877	85.298246	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
185	118	2	2	0.000000	30.762712	23.228814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
186	11	1	2	0.000000	21.636364	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
187	3864	2	2	0.000000	15.806418	14.443582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
188	21	2	1	0.000000	22.952381	22.952381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
189	8	1	1	0.000000	21.125000	21.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
190	21	1	2	0.000000	21.000000	20.857143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
191	180	1	2	0.000000	14.027778	13.138889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
192	24	1	1	0.000000	12.333333	12.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
193	98	1	1	0.000000	18.326531	16.653061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
194	21	2	1	0.000000	17.714286	16.714286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
195	1993	2	1	0.000000	17.239338	15.684395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
196	13	2	1	0.000000	20.000000	17.692308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
197	8	3	1	0.000000	22.000000	21.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
198	1609	2	1	0.000000	31.252331	27.919204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
199	46	1	1	0.000000	23.434783	22.760870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
200	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
201	83	1	1	0.000000	16.168675	14.927711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
202	11	2	2	0.000000	27.818182	15.454545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
203	17	2	2	0.000000	29.352941	13.941176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
204	3	2	1	0.000000	29.000000	29.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
205	3	2	1	0.000000	26.000000	26.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
206	53	1	1	0.000000	18.754717	17.169811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
207	1091	2	1	0.000000	14.329973	13.214482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
208	14	3	1	0.000000	25.428571	23.785714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
209	8	2	1	0.000000	24.375000	24.375000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
210	5	2	1	0.000000	24.800000	24.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
211	2	1	1	0.000000	22.500000	22.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
212	171	2	2	0.000000	26.801170	24.830409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
213	9	2	1	0.000000	28.000000	27.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
214	1	2	2	0.000000	36.000000	34.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
215	1732	2	1	0.000000	16.978637	15.679561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
216	8836	2	2	0.000000	15.415459	13.889203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
