6,16,35.627
2,20,38.428
5,16,36.913
4,14,0.221
3,15,35.623
11,14,0.329
9,13,0.022
8,13,0.048
7,19,35.986
12,15,35.857
13,9,0.022
13,8,0.048
13,18,35.331
14,4,0.221
14,11,0.329
14,18,35.109
15,3,35.623
15,12,35.857
15,17,1.371
16,6,35.627
16,5,36.913
16,17,1.237
17,15,1.371
17,16,1.237
17,20,1.008
18,13,35.331
18,14,35.109
18,19,0.407
19,18,0.407
19,7,35.986
19,20,0.37
20,19,0.37
20,2,38.428
20,17,1.008
